instance_id,repo,base_commit,reviewer,file,line_start,line_end,severity,message,is_hit,matched_oracle_site_id,tolerance,raw_output_path,latency_seconds,input_tokens,output_tokens,estimated_cost_usd,instance_n_oracle_files,skipped_reason
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,654,654,high,"E0213: Method '_prepare_then_do_arithmetic' should have ""self"" as first argument",False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,718,718,high,E1102: cls is not callable,False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,245,245,medium,"B904: Within an `except` clause, raise exceptions with `raise ... from err` or `raise ... from None` to distinguish them from errors in exception handling",False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,245,245,medium,W0707: Consider explicitly re-raising using 'except KeyError as exc' and 'raise KeyError(f'Unknown prefix {splitted[0]} for parameter {i}') from exc',False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,318,318,medium,B028: No explicit `stacklevel` keyword argument found,False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,448,448,medium,W0511: TODO: There is no enforced requirement that actually forbids the,False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,485,485,medium,W0613: Unused argument 'operation',False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,529,529,medium,W0613: Unused argument 'operation',True,site-0001,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,575,575,medium,W0613: Unused argument 'operation',False,,3,,4.327999999979511,,,,1,
astropy__astropy-14995,astropy/astropy,b16c7d12ccbc7b2d20364b89fb44285bcbfede54,static,astropy/nddata/mixins/ndarithmetic.py,731,731,medium,W0212: Access to a protected member _arithmetic of a client class,False,,3,,4.327999999979511,,,,1,
